Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Category_encoded,Item_encoded,Day,Week,Month,Year,Day of Month,Profit,First_Purchase_Date,Customer_Type
TXN_1404623,CUST_01,Electric Household Essentials,Item_9_EHE,17.0,10,170.0,Digital Wallet,In-Store,2024-05-03,0,6,171,Friday,18,May,2024,3,170.0,2022-01-01,Returning
TXN_5517386,CUST_13,Patisserie,Item_4_PAT,9.5,2,19.0,Digital Wallet,In-Store,2023-04-23,1,0,67,Sunday,16,April,2023,23,18.0,2022-01-04,Returning
TXN_1649045,CUST_21,Computers And Electric Accessories,Item_19_CEA,21.5,3,64.5,Credit Card,Online,2023-01-18,1,7,78,Wednesday,3,January,2023,18,63.5,2022-01-05,Returning
TXN_2713028,CUST_20,Computers And Electric Accessories,Item_23_CEA,38.0,3,114.0,Digital Wallet,Online,2024-05-22,1,7,163,Wednesday,21,May,2024,22,113.0,2022-01-03,Returning
TXN_7106178,CUST_21,Butchers,Item_21_BUT,35.0,10,350.0,Credit Card,In-Store,2024-05-04,1,2,71,Saturday,18,May,2024,4,349.0,2022-01-05,Returning
TXN_8697234,CUST_05,Furniture,Item_8_FUR,15.5,4,62.0,Cash,Online,2023-02-27,0,5,100,Monday,9,February,2023,27,62.0,2022-01-03,Returning
TXN_3080253,CUST_23,Butchers,Item_13_BUT,23.0,4,92.0,Credit Card,In-Store,2023-03-14,0,2,101,Tuesday,11,March,2023,14,92.0,2022-01-02,Returning
TXN_7766945,CUST_18,Electric Household Essentials,Item_3_EHE,8.0,8,64.0,Digital Wallet,In-Store,2023-10-31,1,6,198,Tuesday,44,October,2023,31,63.0,2022-01-02,Returning
TXN_5422440,CUST_19,Furniture,Item_20_FUR,33.5,5,167.5,Cash,In-Store,2023-04-03,0,5,151,Monday,14,April,2023,3,167.5,2022-01-01,Returning
TXN_9114087,CUST_15,Computers And Electric Accessories,Item_2_CEA,6.5,7,45.5,Digital Wallet,Online,2024-02-24,1,7,91,Saturday,8,February,2024,24,44.5,2022-01-01,Returning
TXN_7178094,CUST_10,Computers And Electric Accessories,Item_13_CEA,23.0,2,46.0,Cash,In-Store,2024-09-25,1,7,96,Wednesday,39,September,2024,25,45.0,2022-01-02,Returning
TXN_1107383,CUST_15,Milk Products,Item_3_MILK,8.0,6,48.0,Cash,In-Store,2022-03-24,1,1,94,Thursday,12,March,2022,24,47.0,2022-01-01,Returning
TXN_3836435,CUST_09,Electric Household Essentials,Item_17_EHE,29.0,10,290.0,Credit Card,Online,2023-12-23,1,6,118,Saturday,51,December,2023,23,289.0,2022-01-03,Returning
TXN_5628115,CUST_08,Milk Products,Item_23_MILK,38.0,2,76.0,Digital Wallet,Online,2023-08-13,1,1,82,Sunday,32,August,2023,13,75.0,2022-01-03,Returning
TXN_3122781,CUST_09,Butchers,Item_20_BUT,23.0,7,161.0,Digital Wallet,In-Store,2023-07-21,1,2,21,Friday,29,July,2023,21,160.0,2022-01-03,Returning
TXN_7148957,CUST_05,Food,Item_20_FOOD,33.5,8,268.0,Credit Card,Online,2023-08-01,1,4,58,Tuesday,31,August,2023,1,267.0,2022-01-03,Returning
TXN_4501679,CUST_04,Beverages,Item_14_BEV,24.5,1,24.5,Digital Wallet,In-Store,2024-05-08,1,3,66,Wednesday,19,May,2024,8,23.5,2022-01-02,Returning
TXN_7779073,CUST_18,Electric Household Essentials,Item_20_EHE,33.5,10,335.0,Credit Card,Online,2022-02-13,1,6,109,Sunday,6,February,2022,13,334.0,2022-01-02,Returning
TXN_2575540,CUST_17,Food,Item_13_FOOD,23.0,4,92.0,Credit Card,Online,2024-07-19,1,4,134,Friday,29,July,2024,19,91.0,2022-01-01,Returning
TXN_5302358,CUST_06,Electric Household Essentials,Item_13_EHE,23.0,6,138.0,Digital Wallet,Online,2024-10-31,0,6,16,Thursday,44,October,2024,31,138.0,2022-01-01,Returning
TXN_9653552,CUST_12,Butchers,Item_16_BUT,27.5,8,220.0,Cash,In-Store,2023-08-27,0,2,40,Sunday,34,August,2023,27,220.0,2022-01-01,Returning
TXN_9686128,CUST_05,Computers And Electric Accessories,Item_10_CEA,18.5,4,74.0,Digital Wallet,Online,2023-10-23,0,7,75,Monday,43,October,2023,23,74.0,2022-01-03,Returning
TXN_5017877,CUST_02,Electric Household Essentials,Item_5_EHE,11.0,1,11.0,Cash,Online,2023-01-21,1,6,130,Saturday,3,January,2023,21,10.0,2022-01-17,Returning
TXN_4899415,CUST_18,Patisserie,Item_11_PAT,20.0,3,60.0,Cash,Online,2022-11-14,1,0,39,Monday,46,November,2022,14,59.0,2022-01-02,Returning
TXN_4859554,CUST_16,Furniture,Item_23_FUR,38.0,10,380.0,Credit Card,In-Store,2023-11-14,1,5,43,Tuesday,46,November,2023,14,379.0,2022-01-01,Returning
TXN_4513855,CUST_14,Electric Household Essentials,Item_19_EHE,32.0,3,96.0,Digital Wallet,In-Store,2023-12-10,1,6,104,Sunday,49,December,2023,10,95.0,2022-01-07,Returning
TXN_6037665,CUST_24,Patisserie,Item_16_PAT,27.5,6,165.0,Digital Wallet,Online,2024-03-11,1,0,72,Monday,11,March,2024,11,164.0,2022-01-01,Returning
TXN_3224114,CUST_07,Butchers,Item_5_BUT,11.0,2,22.0,Cash,In-Store,2022-05-04,1,2,144,Wednesday,18,May,2022,4,21.0,2022-01-04,Returning
TXN_4589284,CUST_07,Beverages,Item_14_BEV,24.5,1,24.5,Credit Card,Online,2022-07-12,1,3,66,Tuesday,28,July,2022,12,23.5,2022-01-04,Returning
TXN_8040308,CUST_03,Patisserie,Item_15_PAT,26.0,4,104.0,Digital Wallet,In-Store,2023-11-03,1,0,129,Friday,44,November,2023,3,103.0,2022-01-08,Returning
TXN_3768573,CUST_01,Butchers,Item_5_BUT,11.0,8,88.0,Digital Wallet,In-Store,2022-06-03,1,2,144,Friday,22,June,2022,3,87.0,2022-01-01,Returning
TXN_8359482,CUST_22,Beverages,Item_8_BEV,15.5,3,46.5,Digital Wallet,Online,2022-01-06,0,3,35,Thursday,1,January,2022,6,46.5,2022-01-01,Returning
TXN_3157398,CUST_23,Butchers,Item_23_BUT,38.0,1,38.0,Credit Card,In-Store,2024-12-06,1,2,31,Friday,49,December,2024,6,37.0,2022-01-02,Returning
TXN_6405900,CUST_16,Butchers,Item_21_BUT,35.0,6,210.0,Credit Card,Online,2024-09-10,1,2,71,Tuesday,37,September,2024,10,209.0,2022-01-01,Returning
TXN_7917866,CUST_01,Milk Products,Item_11_MILK,20.0,4,80.0,Cash,Online,2023-08-04,1,1,95,Friday,31,August,2023,4,79.0,2022-01-01,Returning
TXN_6379297,CUST_19,Butchers,Item_3_BUT,8.0,9,72.0,Cash,Online,2022-05-19,1,2,10,Thursday,20,May,2022,19,71.0,2022-01-01,Returning
TXN_7174674,CUST_21,Patisserie,Item_19_PAT,32.0,4,128.0,Credit Card,Online,2022-10-03,1,0,148,Monday,40,October,2022,3,127.0,2022-01-05,Returning
TXN_1223079,CUST_06,Patisserie,Item_16_PAT,27.5,4,110.0,Credit Card,In-Store,2024-08-06,1,0,72,Tuesday,32,August,2024,6,109.0,2022-01-01,Returning
TXN_1551058,CUST_14,Food,Item_14_FOOD,33.5,5,167.5,Cash,Online,2022-03-16,0,4,22,Wednesday,11,March,2022,16,167.5,2022-01-07,Returning
TXN_9245240,CUST_03,Computers And Electric Accessories,Item_1_CEA,5.0,2,10.0,Credit Card,In-Store,2024-08-24,1,7,127,Saturday,34,August,2024,24,9.0,2022-01-08,Returning
TXN_6969962,CUST_20,Electric Household Essentials,Item_17_EHE,29.0,10,290.0,Credit Card,In-Store,2022-01-06,1,6,118,Thursday,1,January,2022,6,289.0,2022-01-03,Returning
TXN_7101068,CUST_21,Food,Item_5_FOOD,11.0,10,110.0,Cash,Online,2022-08-13,1,4,124,Saturday,32,August,2022,13,109.0,2022-01-05,Returning
TXN_9326253,CUST_25,Computers And Electric Accessories,Item_11_CEA,20.0,5,100.0,Cash,In-Store,2024-09-29,1,7,106,Sunday,39,September,2024,29,99.0,2022-01-03,Returning
TXN_9654613,CUST_10,Food,Item_9_FOOD,17.0,8,136.0,Credit Card,In-Store,2022-10-23,1,4,77,Sunday,42,October,2022,23,135.0,2022-01-02,Returning
TXN_2287146,CUST_03,Electric Household Essentials,Item_19_EHE,32.0,10,320.0,Digital Wallet,Online,2022-06-10,1,6,104,Friday,23,June,2022,10,319.0,2022-01-08,Returning
TXN_7978734,CUST_23,Beverages,Item_3_BEV,8.0,10,80.0,Digital Wallet,Online,2024-01-10,0,3,133,Wednesday,2,January,2024,10,80.0,2022-01-02,Returning
TXN_8637763,CUST_23,Beverages,Item_3_BEV,8.0,8,64.0,Credit Card,In-Store,2024-07-03,1,3,133,Wednesday,27,July,2024,3,63.0,2022-01-02,Returning
TXN_9117114,CUST_13,Food,Item_13_FOOD,23.0,2,46.0,Cash,In-Store,2024-01-05,1,4,134,Friday,1,January,2024,5,45.0,2022-01-04,Returning
TXN_5612697,CUST_22,Computers And Electric Accessories,Item_14_CEA,24.5,3,73.5,Credit Card,Online,2022-10-01,1,7,103,Saturday,39,October,2022,1,72.5,2022-01-01,Returning
TXN_9047932,CUST_08,Butchers,Item_6_BUT,12.5,10,125.0,Cash,Online,2022-02-02,1,2,152,Wednesday,5,February,2022,2,124.0,2022-01-03,Returning
TXN_7134955,CUST_19,Butchers,Item_13_BUT,23.0,5,115.0,Digital Wallet,In-Store,2024-01-26,1,2,101,Friday,4,January,2024,26,114.0,2022-01-01,Returning
TXN_7198271,CUST_03,Furniture,Item_6_FUR,12.5,1,12.5,Credit Card,In-Store,2023-06-24,1,5,158,Saturday,25,June,2023,24,11.5,2022-01-08,Returning
TXN_3929069,CUST_19,Butchers,Item_17_BUT,29.0,6,174.0,Credit Card,In-Store,2023-10-07,1,2,132,Saturday,40,October,2023,7,173.0,2022-01-01,Returning
TXN_5318952,CUST_11,Food,Item_18_FOOD,30.5,1,30.5,Cash,Online,2025-01-12,0,4,52,Sunday,2,January,2025,12,30.5,2022-01-01,Returning
TXN_4451027,CUST_04,Electric Household Essentials,Item_17_EHE,29.0,6,174.0,Credit Card,In-Store,2022-10-29,1,6,118,Saturday,43,October,2022,29,173.0,2022-01-02,Returning
TXN_7390310,CUST_23,Computers And Electric Accessories,Item_22_CEA,36.5,2,73.0,Credit Card,In-Store,2023-11-19,0,7,48,Sunday,46,November,2023,19,73.0,2022-01-02,Returning
TXN_9290596,CUST_06,Beverages,Item_24_BEV,39.5,8,316.0,Digital Wallet,In-Store,2024-11-06,0,3,159,Wednesday,45,November,2024,6,316.0,2022-01-01,Returning
TXN_1636017,CUST_02,Butchers,Item_12_BUT,21.5,5,107.5,Digital Wallet,Online,2022-02-01,1,2,2,Tuesday,5,February,2022,1,106.5,2022-01-17,Returning
TXN_5796004,CUST_21,Patisserie,Item_17_PAT,29.0,6,174.0,Digital Wallet,Online,2022-05-06,0,0,15,Friday,18,May,2022,6,174.0,2022-01-05,Returning
TXN_7256566,CUST_25,Patisserie,Item_14_PAT,24.5,9,220.5,Credit Card,In-Store,2024-12-24,1,0,51,Tuesday,52,December,2024,24,219.5,2022-01-03,Returning
TXN_1059221,CUST_17,Patisserie,Item_16_PAT,27.5,2,55.0,Cash,In-Store,2022-09-11,1,0,72,Sunday,36,September,2022,11,54.0,2022-01-01,Returning
TXN_8805699,CUST_16,Milk Products,Item_19_MILK,32.0,9,288.0,Cash,In-Store,2022-04-23,1,1,42,Saturday,16,April,2022,23,287.0,2022-01-01,Returning
TXN_8924913,CUST_19,Butchers,Item_22_BUT,36.5,3,109.5,Credit Card,Online,2023-07-17,1,2,9,Monday,29,July,2023,17,108.5,2022-01-01,Returning
TXN_9061738,CUST_14,Milk Products,Item_2_MILK,6.5,6,39.0,Cash,Online,2023-06-02,1,1,121,Friday,22,June,2023,2,38.0,2022-01-07,Returning
TXN_3516710,CUST_11,Computers And Electric Accessories,Item_11_CEA,20.0,5,100.0,Cash,In-Store,2024-06-26,1,7,106,Wednesday,26,June,2024,26,99.0,2022-01-01,Returning
TXN_5878503,CUST_21,Beverages,Item_8_BEV,15.5,7,108.5,Digital Wallet,Online,2024-06-07,0,3,35,Friday,23,June,2024,7,108.5,2022-01-05,Returning
TXN_2173693,CUST_23,Food,Item_20_FOOD,33.5,8,268.0,Digital Wallet,In-Store,2024-10-28,1,4,58,Monday,44,October,2024,28,267.0,2022-01-02,Returning
TXN_5171428,CUST_08,Milk Products,Item_10_MILK,18.5,5,92.5,Credit Card,Online,2022-01-08,1,1,194,Saturday,1,January,2022,8,91.5,2022-01-03,Returning
TXN_8662127,CUST_11,Food,Item_25_FOOD,41.0,4,164.0,Digital Wallet,In-Store,2024-03-18,1,4,114,Monday,12,March,2024,18,163.0,2022-01-01,Returning
TXN_4712234,CUST_24,Food,Item_25_FOOD,41.0,8,328.0,Credit Card,Online,2023-07-01,1,4,114,Saturday,26,July,2023,1,327.0,2022-01-01,Returning
TXN_6421767,CUST_01,Food,Item_11_FOOD,20.0,6,120.0,Credit Card,Online,2022-04-06,0,4,24,Wednesday,14,April,2022,6,120.0,2022-01-01,Returning
TXN_5980130,CUST_22,Butchers,Item_4_BUT,9.5,3,28.5,Digital Wallet,In-Store,2022-11-07,1,2,184,Monday,45,November,2022,7,27.5,2022-01-01,Returning
TXN_3131758,CUST_19,Computers And Electric Accessories,Item_19_CEA,32.0,1,32.0,Cash,In-Store,2024-03-25,1,7,78,Monday,13,March,2024,25,31.0,2022-01-01,Returning
TXN_6283940,CUST_01,Food,Item_7_FOOD,14.0,1,14.0,Credit Card,In-Store,2022-09-21,1,4,61,Wednesday,38,September,2022,21,13.0,2022-01-01,Returning
TXN_4640794,CUST_25,Milk Products,Item_10_MILK,18.5,5,92.5,Digital Wallet,Online,2023-01-18,1,1,194,Wednesday,3,January,2023,18,91.5,2022-01-03,Returning
TXN_1227978,CUST_03,Beverages,Item_25_BEV,41.0,10,410.0,Digital Wallet,In-Store,2024-01-17,1,3,27,Wednesday,3,January,2024,17,409.0,2022-01-08,Returning
TXN_9763661,CUST_23,Patisserie,Item_8_PAT,15.5,4,62.0,Credit Card,In-Store,2022-06-21,1,0,142,Tuesday,25,June,2022,21,61.0,2022-01-02,Returning
TXN_4489205,CUST_02,Furniture,Item_11_FUR,20.0,8,160.0,Credit Card,In-Store,2022-08-01,1,5,59,Monday,31,August,2022,1,159.0,2022-01-17,Returning
TXN_4118493,CUST_24,Patisserie,Item_12_PAT,39.5,7,276.5,Credit Card,In-Store,2022-07-14,0,0,5,Thursday,28,July,2022,14,276.5,2022-01-01,Returning
TXN_5872134,CUST_13,Patisserie,Item_19_PAT,32.0,8,256.0,Credit Card,Online,2023-05-29,0,0,148,Monday,22,May,2023,29,256.0,2022-01-04,Returning
TXN_6493139,CUST_06,Butchers,Item_20_BUT,41.0,5,205.0,Credit Card,In-Store,2024-08-22,0,2,21,Thursday,34,August,2024,22,205.0,2022-01-01,Returning
TXN_1745042,CUST_17,Butchers,Item_22_BUT,36.5,4,146.0,Digital Wallet,In-Store,2022-10-13,1,2,9,Thursday,41,October,2022,13,145.0,2022-01-01,Returning
TXN_3811015,CUST_24,Patisserie,Item_12_PAT,33.5,5,167.5,Cash,Online,2022-02-04,0,0,5,Friday,5,February,2022,4,167.5,2022-01-01,Returning
TXN_9605479,CUST_02,Electric Household Essentials,Item_22_EHE,36.5,10,365.0,Credit Card,In-Store,2024-01-13,1,6,116,Saturday,2,January,2024,13,364.0,2022-01-17,Returning
TXN_2630677,CUST_05,Patisserie,Item_10_PAT,18.5,5,92.5,Cash,In-Store,2022-04-27,1,0,0,Wednesday,17,April,2022,27,91.5,2022-01-03,Returning
TXN_6640306,CUST_08,Electric Household Essentials,Item_22_EHE,36.5,4,146.0,Digital Wallet,In-Store,2023-04-05,0,6,116,Wednesday,14,April,2023,5,146.0,2022-01-03,Returning
TXN_5240246,CUST_24,Butchers,Item_3_BUT,8.0,4,32.0,Cash,Online,2022-09-22,1,2,10,Thursday,38,September,2022,22,31.0,2022-01-01,Returning
TXN_8737677,CUST_24,Butchers,Item_20_BUT,30.5,6,183.0,Cash,In-Store,2024-12-06,0,2,21,Friday,49,December,2024,6,183.0,2022-01-01,Returning
TXN_5701666,CUST_14,Electric Household Essentials,Item_22_EHE,36.5,4,146.0,Cash,Online,2023-09-27,1,6,116,Wednesday,39,September,2023,27,145.0,2022-01-07,Returning
TXN_1962372,CUST_21,Patisserie,Item_25_PAT,41.0,2,82.0,Digital Wallet,In-Store,2023-07-25,1,0,60,Tuesday,30,July,2023,25,81.0,2022-01-05,Returning
TXN_2899427,CUST_14,Butchers,Item_11_BUT,20.0,1,20.0,Cash,In-Store,2023-04-01,1,2,172,Saturday,13,April,2023,1,19.0,2022-01-07,Returning
TXN_4124069,CUST_25,Furniture,Item_23_FUR,38.0,5,190.0,Credit Card,Online,2023-10-09,1,5,43,Monday,41,October,2023,9,189.0,2022-01-03,Returning
TXN_8160068,CUST_08,Milk Products,Item_6_MILK,12.5,9,112.5,Credit Card,Online,2023-03-30,1,1,46,Thursday,13,March,2023,30,111.5,2022-01-03,Returning
TXN_8984987,CUST_18,Furniture,Item_2_FUR,6.5,9,58.5,Digital Wallet,Online,2022-04-23,1,5,98,Saturday,16,April,2022,23,57.5,2022-01-02,Returning
TXN_1489896,CUST_24,Electric Household Essentials,Item_18_EHE,30.5,3,91.5,Digital Wallet,In-Store,2022-09-21,1,6,173,Wednesday,38,September,2022,21,90.5,2022-01-01,Returning
TXN_2130078,CUST_05,Food,Item_11_FOOD,20.0,4,80.0,Credit Card,In-Store,2022-10-21,0,4,24,Friday,42,October,2022,21,80.0,2022-01-03,Returning
TXN_1294411,CUST_04,Food,Item_17_FOOD,29.0,3,87.0,Digital Wallet,In-Store,2023-09-21,0,4,137,Thursday,38,September,2023,21,87.0,2022-01-02,Returning
TXN_6270217,CUST_17,Butchers,Item_5_BUT,11.0,7,77.0,Cash,In-Store,2024-04-24,1,2,144,Wednesday,17,April,2024,24,76.0,2022-01-01,Returning
TXN_7818602,CUST_19,Beverages,Item_11_BEV,20.0,4,80.0,Credit Card,Online,2023-10-26,1,3,30,Thursday,43,October,2023,26,79.0,2022-01-01,Returning
TXN_8256175,CUST_07,Computers And Electric Accessories,Item_18_CEA,30.5,2,61.0,Credit Card,Online,2022-04-25,0,7,105,Monday,17,April,2022,25,61.0,2022-01-04,Returning
TXN_1613328,CUST_19,Furniture,Item_25_FUR,41.0,8,328.0,Cash,Online,2022-09-26,1,5,7,Monday,39,September,2022,26,327.0,2022-01-01,Returning
TXN_6308409,CUST_03,Milk Products,Item_5_MILK,11.0,7,77.0,Credit Card,In-Store,2023-05-12,1,1,174,Friday,19,May,2023,12,76.0,2022-01-08,Returning
TXN_2810459,CUST_09,Computers And Electric Accessories,Item_19_CEA,23.0,1,23.0,Cash,In-Store,2022-04-19,1,7,78,Tuesday,16,April,2022,19,22.0,2022-01-03,Returning
TXN_7108299,CUST_22,Furniture,Item_24_FUR,39.5,5,197.5,Credit Card,In-Store,2022-09-17,1,5,63,Saturday,37,September,2022,17,196.5,2022-01-01,Returning
TXN_6746068,CUST_14,Food,Item_13_FOOD,23.0,6,138.0,Digital Wallet,In-Store,2022-02-13,1,4,134,Sunday,6,February,2022,13,137.0,2022-01-07,Returning
TXN_9235754,CUST_10,Electric Household Essentials,Item_23_EHE,38.0,2,76.0,Digital Wallet,Online,2024-05-03,0,6,111,Friday,18,May,2024,3,76.0,2022-01-02,Returning
TXN_8504230,CUST_25,Milk Products,Item_4_MILK,9.5,5,47.5,Cash,Online,2024-11-01,0,1,68,Friday,44,November,2024,1,47.5,2022-01-03,Returning
TXN_1432445,CUST_01,Food,Item_14_FOOD,23.0,9,207.0,Cash,In-Store,2023-08-01,1,4,22,Tuesday,31,August,2023,1,206.0,2022-01-01,Returning
TXN_5512644,CUST_13,Electric Household Essentials,Item_1_EHE,5.0,1,5.0,Cash,In-Store,2022-05-30,0,6,113,Monday,22,May,2022,30,5.0,2022-01-04,Returning
TXN_9422407,CUST_11,Food,Item_13_FOOD,23.0,10,230.0,Cash,Online,2023-01-10,1,4,134,Tuesday,2,January,2023,10,229.0,2022-01-01,Returning
TXN_4240172,CUST_19,Butchers,Item_20_BUT,33.5,4,134.0,Credit Card,Online,2022-07-26,1,2,21,Tuesday,30,July,2022,26,133.0,2022-01-01,Returning
TXN_9704360,CUST_06,Electric Household Essentials,Item_15_EHE,26.0,10,260.0,Cash,Online,2024-08-31,1,6,155,Saturday,35,August,2024,31,259.0,2022-01-01,Returning
TXN_3433029,CUST_20,Electric Household Essentials,Item_15_EHE,26.0,3,78.0,Digital Wallet,Online,2025-01-16,1,6,155,Thursday,3,January,2025,16,77.0,2022-01-03,Returning
TXN_3985103,CUST_08,Food,Item_17_FOOD,29.0,2,58.0,Digital Wallet,Online,2022-12-27,1,4,137,Tuesday,52,December,2022,27,57.0,2022-01-03,Returning
TXN_5929291,CUST_16,Food,Item_18_FOOD,30.5,6,183.0,Credit Card,In-Store,2022-05-12,1,4,52,Thursday,19,May,2022,12,182.0,2022-01-01,Returning
TXN_4520262,CUST_21,Beverages,Item_24_BEV,39.5,6,237.0,Cash,Online,2024-11-30,1,3,159,Saturday,48,November,2024,30,236.0,2022-01-05,Returning
TXN_9851864,CUST_12,Computers And Electric Accessories,Item_3_CEA,8.0,5,40.0,Digital Wallet,In-Store,2024-12-01,1,7,177,Sunday,48,December,2024,1,39.0,2022-01-01,Returning
TXN_6828336,CUST_08,Food,Item_25_FOOD,41.0,8,328.0,Credit Card,Online,2023-09-07,1,4,114,Thursday,36,September,2023,7,327.0,2022-01-03,Returning
TXN_1460673,CUST_06,Furniture,Item_5_FUR,11.0,6,66.0,Credit Card,In-Store,2023-04-14,0,5,76,Friday,15,April,2023,14,66.0,2022-01-01,Returning
TXN_2976114,CUST_10,Beverages,Item_2_BEV,6.5,7,45.5,Cash,In-Store,2022-08-29,1,3,14,Monday,35,August,2022,29,44.5,2022-01-02,Returning
TXN_3813656,CUST_02,Beverages,Item_2_BEV,23.0,1,23.0,Credit Card,In-Store,2022-09-01,0,3,14,Thursday,35,September,2022,1,23.0,2022-01-17,Returning
TXN_1882040,CUST_21,Food,Item_20_FOOD,33.5,7,234.5,Cash,Online,2022-09-08,0,4,58,Thursday,36,September,2022,8,234.5,2022-01-05,Returning
TXN_3054684,CUST_06,Furniture,Item_21_FUR,35.0,8,280.0,Digital Wallet,In-Store,2024-12-30,1,5,62,Monday,1,December,2024,30,279.0,2022-01-01,Returning
TXN_6726711,CUST_21,Milk Products,Item_23_MILK,38.0,4,152.0,Cash,In-Store,2023-08-03,0,1,82,Thursday,31,August,2023,3,152.0,2022-01-05,Returning
TXN_9677353,CUST_13,Furniture,Item_4_FUR,9.5,1,9.5,Credit Card,In-Store,2023-02-05,1,5,146,Sunday,5,February,2023,5,8.5,2022-01-04,Returning
TXN_9190979,CUST_24,Electric Household Essentials,Item_25_EHE,41.0,6,246.0,Cash,In-Store,2022-10-08,0,6,125,Saturday,40,October,2022,8,246.0,2022-01-01,Returning
TXN_8445231,CUST_03,Food,Item_25_FOOD,41.0,7,287.0,Credit Card,In-Store,2023-11-17,1,4,114,Friday,46,November,2023,17,286.0,2022-01-08,Returning
TXN_9577293,CUST_22,Electric Household Essentials,Item_18_EHE,30.5,5,152.5,Digital Wallet,Online,2023-03-04,0,6,173,Saturday,9,March,2023,4,152.5,2022-01-01,Returning
TXN_9472197,CUST_23,Butchers,Item_11_BUT,20.0,6,120.0,Digital Wallet,In-Store,2024-04-09,1,2,172,Tuesday,15,April,2024,9,119.0,2022-01-02,Returning
TXN_5960789,CUST_11,Computers And Electric Accessories,Item_5_CEA,11.0,3,33.0,Cash,Online,2022-09-28,1,7,41,Wednesday,39,September,2022,28,32.0,2022-01-01,Returning
TXN_4416629,CUST_01,Patisserie,Item_13_PAT,23.0,8,184.0,Credit Card,Online,2023-08-25,1,0,117,Friday,34,August,2023,25,183.0,2022-01-01,Returning
TXN_7558428,CUST_02,Patisserie,Item_7_PAT,14.0,7,98.0,Credit Card,Online,2023-04-02,0,0,56,Sunday,13,April,2023,2,98.0,2022-01-17,Returning
TXN_3217988,CUST_25,Milk Products,Item_1_MILK,5.0,1,5.0,Digital Wallet,Online,2023-04-05,1,1,89,Wednesday,14,April,2023,5,4.0,2022-01-03,Returning
TXN_2239968,CUST_01,Butchers,Item_13_BUT,23.0,1,23.0,Cash,Online,2023-09-14,0,2,101,Thursday,37,September,2023,14,23.0,2022-01-01,Returning
TXN_5642720,CUST_18,Furniture,Item_6_FUR,12.5,9,112.5,Cash,Online,2024-07-15,0,5,158,Monday,29,July,2024,15,112.5,2022-01-02,Returning
TXN_2513830,CUST_10,Electric Household Essentials,Item_17_EHE,29.0,9,261.0,Cash,In-Store,2024-09-18,1,6,118,Wednesday,38,September,2024,18,260.0,2022-01-02,Returning
TXN_9291336,CUST_19,Electric Household Essentials,Item_8_EHE,23.0,10,230.0,Digital Wallet,In-Store,2022-12-10,1,6,81,Saturday,49,December,2022,10,229.0,2022-01-01,Returning
TXN_6865387,CUST_09,Computers And Electric Accessories,Item_3_CEA,8.0,8,64.0,Credit Card,Online,2022-12-07,1,7,177,Wednesday,49,December,2022,7,63.0,2022-01-03,Returning
TXN_9468973,CUST_05,Computers And Electric Accessories,Item_2_CEA,6.5,7,45.5,Digital Wallet,In-Store,2023-03-21,1,7,91,Tuesday,12,March,2023,21,44.5,2022-01-03,Returning
TXN_6580606,CUST_16,Computers And Electric Accessories,Item_19_CEA,32.0,3,96.0,Credit Card,Online,2023-11-21,0,7,78,Tuesday,47,November,2023,21,96.0,2022-01-01,Returning
TXN_1153995,CUST_03,Electric Household Essentials,Item_8_EHE,23.0,5,115.0,Credit Card,In-Store,2022-02-12,0,6,81,Saturday,6,February,2022,12,115.0,2022-01-08,Returning
TXN_5035756,CUST_02,Computers And Electric Accessories,Item_10_CEA,18.5,7,129.5,Cash,Online,2022-03-02,1,7,75,Wednesday,9,March,2022,2,128.5,2022-01-17,Returning
TXN_4184687,CUST_23,Food,Item_6_FOOD,12.5,2,25.0,Digital Wallet,Online,2022-09-10,0,4,4,Saturday,36,September,2022,10,25.0,2022-01-02,Returning
TXN_3794692,CUST_08,Computers And Electric Accessories,Item_10_CEA,18.5,3,55.5,Cash,In-Store,2024-10-18,0,7,75,Friday,42,October,2024,18,55.5,2022-01-03,Returning
TXN_3247249,CUST_10,Milk Products,Item_16_MILK,23.0,7,161.0,Digital Wallet,Online,2023-01-13,1,1,11,Friday,2,January,2023,13,160.0,2022-01-02,Returning
TXN_7293443,CUST_16,Beverages,Item_13_BEV,23.0,8,184.0,Credit Card,In-Store,2024-09-11,0,3,188,Wednesday,37,September,2024,11,184.0,2022-01-01,Returning
TXN_7369318,CUST_01,Beverages,Item_11_BEV,20.0,5,100.0,Credit Card,Online,2025-01-18,0,3,30,Saturday,3,January,2025,18,100.0,2022-01-01,Returning
TXN_9402474,CUST_16,Milk Products,Item_22_MILK,36.5,7,255.5,Cash,Online,2023-09-15,1,1,145,Friday,37,September,2023,15,254.5,2022-01-01,Returning
TXN_1510555,CUST_10,Computers And Electric Accessories,Item_4_CEA,9.5,6,57.0,Credit Card,In-Store,2024-10-18,1,7,120,Friday,42,October,2024,18,56.0,2022-01-02,Returning
TXN_1005543,CUST_19,Food,Item_14_FOOD,30.5,7,213.5,Cash,In-Store,2022-12-03,1,4,22,Saturday,48,December,2022,3,212.5,2022-01-01,Returning
TXN_1512224,CUST_21,Electric Household Essentials,Item_2_EHE,6.5,8,52.0,Digital Wallet,Online,2023-11-26,1,6,165,Sunday,47,November,2023,26,51.0,2022-01-05,Returning
